Agency,Client ID,Quarter,Baseline,DOB,DOB_Cat,Gender,Race,MaritalStatus,HighestEd,HousingType,HHAdults,HHChildren,CriminalBackground,ZipCode,date,Residential,TANFClient
WCTC,1960965,2019 Q2,1,8/9/1981,1981-1990,Female,Black or African American,Separated,Associate Degree,Rents,1,3,Yes,76180,4/1/2019,,1
WCTC,1961550,2019 Q2,1,11/29/1995,1991-2000,Female,Black or African American,Unknown,Unknown,Rents,1,1,No,76132,4/1/2019,,1
WCTC,1954867,2019 Q2,1,7/8/1991,1991-2000,Female,Black or African American,Unknown,Unknown,Lives with Relatives/Friends,2,1,Unknown,76107,4/1/2019,,0
WCTC,1961701,2019 Q2,1,2/18/1979,1971-1980,Female,Multiple,Single,"HS, GED, or equivalent",,,,Yes,76001,4/1/2019,,1
WCTC,1960430,2019 Q2,1,11/30/1958,1951-1960,Female,Multiple,Married or Domestic Partnership,"HS, GED, or equivalent",Owns,2,,No,76104,4/1/2019,,0
WCTC,1960856,2019 Q2,1,4/7/1962,1961-1970,Female,Unknown,Unknown,Unknown,Rents,1,0,Unknown,76107,4/1/2019,,0
WCTC,1961078,2019 Q2,1,4/2/1975,1971-1980,Female,Black or African American,Separated,"HS, GED, or equivalent",Owns,1,1,Yes,76006,4/1/2019,,0
WCTC,1961984,2019 Q2,1,8/26/1988,1981-1990,Female,Hispanic,Unknown,"HS, GED, or equivalent",Rents,1,4,Unknown,76103,4/1/2019,,0
WCTC,1961427,2019 Q2,1,1/1/1982,1981-1990,Female,Hispanic,Separated,"HS, GED, or equivalent",Rents,1,1,No,76021,4/1/2019,,1
WCTC,1957296,2019 Q2,1,9/17/1998,1991-2000,Female,Multiple,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,,,No,76179,4/1/2019,,0
WCTC,1948017,2019 Q2,1,11/18/1996,1991-2000,Female,Hispanic,Single,Unknown,Rents,1,2,No,76116,4/1/2019,,1
WCTC,1958845,2019 Q2,1,9/1/1982,1981-1990,Male,Hispanic,Single,"HS, GED, or equivalent",Rents,1,1,Yes,76119,4/1/2019,,0
WCTC,1961681,2019 Q2,1,1/21/1995,1991-2000,Female,Multiple,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,4,2,No,76137,4/1/2019,,0
WCTC,1963097,2019 Q2,1,4/9/1982,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,1,No,76116,4/1/2019,,1
WCTC,1961537,2019 Q2,1,8/14/1989,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,Yes,76140,4/1/2019,,0
WCTC,1961339,2019 Q2,1,3/20/1963,1961-1970,Female,Black or African American,Divorced,"HS, GED, or equivalent",Receives free or subsidized housing,1,0,Yes,76132,4/1/2019,,0
WCTC,1961189,2019 Q2,1,8/6/1971,1971-1980,Female,Black or African American,Single,"HS, GED, or equivalent",Homeless,1,1,No,76102,4/1/2019,,0
WCTC,1961068,2019 Q2,1,6/8/1989,1981-1990,Female,Hispanic,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,1,0,No,76177,4/1/2019,,0
WCTC,1960696,2019 Q2,1,7/5/1997,1991-2000,Male,Hispanic,Single,"HS, GED, or equivalent",Rents,2,0,No,76106,4/1/2019,,0
WCTC,1962481,2019 Q2,1,5/13/1996,1991-2000,Female,Hispanic,Married or Domestic Partnership,"HS, GED, or equivalent",Owns,1,1,No,76179,4/1/2019,,0
WCTC,1962512,2019 Q2,1,9/20/1999,1991-2000,Female,Hispanic,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,4,2,No,76105,4/1/2019,,0
WCTC,1961689,2019 Q2,1,9/28/1960,1951-1960,Male,Multiple,Married or Domestic Partnership,"HS, GED, or equivalent",Owns,2,0,No,76001,4/1/2019,,0
WCTC,1961543,2019 Q2,1,5/20/1989,1981-1990,Female,Black or African American,Unknown,Unknown,Rents,1,2,No,76120,4/1/2019,,1
WCTC,1960212,2019 Q2,1,3/28/1979,1971-1980,Female,Multiple,Unknown,Associate Degree,Rents,1,2,No,76180,4/1/2019,,0
WCTC,1951958,2019 Q2,1,5/4/1967,1961-1970,Female,Multiple,Widowed,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,No,76148,4/1/2019,,0
WCTC,1962656,2019 Q2,1,5/31/1969,1961-1970,Female,Hispanic,Single,Bachelor's Degree,Owns,1,0,No,76104,4/1/2019,,0
WCTC,1962670,2019 Q2,1,2/21/1970,1961-1970,Female,Multiple,Married or Domestic Partnership,Bachelor's Degree,Rents,2,0,No,76227,4/1/2019,,0
WCTC,1921438,2019 Q2,1,9/26/1988,1981-1990,Female,Black or African American,Separated,Associate Degree,Lives with Relatives/Friends,2,2,No,76040,4/1/2019,,1
WCTC,1961793,2019 Q2,1,9/4/1983,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,2,1,No,76021,4/1/2019,,0
WCTC,1962837,2019 Q2,1,8/5/1991,1991-2000,Female,Unknown,Unknown,Unknown,Rents,2,3,Unknown,,4/1/2019,,0
WCTC,1961622,2019 Q2,1,11/29/1979,1971-1980,Female,Hispanic,Divorced,Bachelor's Degree,,,,Yes,76106,4/1/2019,,1
WCTC,1961051,2019 Q2,1,3/18/1958,1951-1960,Male,Black or African American,Married or Domestic Partnership,Bachelor's Degree,Lives with Relatives/Friends,4,,No,75050,4/1/2019,,0
WCTC,1961736,2019 Q2,1,6/19/1974,1971-1980,Female,Multiple,Separated,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,No,76006,4/1/2019,,0
WCTC,1961396,2019 Q2,1,10/28/1987,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,1,No,76010,4/1/2019,,0
WCTC,1961986,2019 Q2,1,1/2/1986,1981-1990,Female,Black or African American,Unknown,"HS, GED, or equivalent",Lives with Relatives/Friends,2,2,Unknown,76105,4/1/2019,,1
WCTC,1961985,2019 Q2,1,11/30/1981,1981-1990,Male,Asian,Single,Associate Degree,Rents,2,2,Yes,76179,4/1/2019,,0
WCTC,1962021,2019 Q2,1,2/15/1983,1981-1990,Female,Black or African American,Married or Domestic Partnership,Bachelor's Degree,Rents,2,2,No,76123,4/1/2019,,0
WCTC,1962482,2019 Q2,1,9/11/1962,1961-1970,Female,Multiple,Single,Associate Degree,Rents,1,0,No,76060,4/1/2019,,0
WCTC,1925586,2019 Q2,1,3/13/1970,1961-1970,Female,Black or African American,Divorced,Bachelor's Degree,Receives free or subsidized housing,2,0,No,76134,4/1/2019,,0
WCTC,1960779,2019 Q2,1,3/19/1963,1961-1970,Female,Black or African American,Single,"HS, GED, or equivalent",,2,,No,76002,4/1/2019,,0
WCTC,1961283,2019 Q2,1,10/23/1990,1981-1990,Male,Multiple,Single,Bachelor's Degree,Rents,3,0,No,76182,4/1/2019,,0
WCTC,1961273,2019 Q2,1,9/9/1993,1991-2000,Male,Multiple,Single,"HS, GED, or equivalent",Owns,1,0,Yes,76135,4/1/2019,,0
WCTC,1959783,2019 Q2,1,10/1/1983,1981-1990,Female,Black or African American,Divorced,Graduate Degree or above,Homeless,1,3,No,76018,4/1/2019,,1
WCTC,1949403,2019 Q2,1,2/3/1993,1991-2000,Female,Unknown,Unknown,Unknown,Rents,2,2,Unknown,76105,4/1/2019,,1
WCTC,1961981,2019 Q2,1,8/12/1979,1971-1980,Female,Multiple,Single,Associate Degree,Rents,1,2,Unknown,76108,4/1/2019,,1
WCTC,1961095,2019 Q2,1,4/2/1965,1961-1970,Female,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,1,1,No,76112,4/1/2019,,0
WCTC,1962684,2019 Q2,1,3/3/1999,1991-2000,Male,Unknown,Unknown,Unknown,Rents,3,,Unknown,76104,4/1/2019,,0
WCTC,1961738,2019 Q2,1,5/3/2019,,Female,Unknown,Unknown,Unknown,Rents,2,,Unknown,,4/1/2019,,0
